"ID","35418","time","HR"
"Tw045a",1996-12-19 14:00:00,0.583333333335759,132
"Tw045a",1996-12-19 16:00:00,0.666666666664241,129
"Tw045a",1996-12-19 18:00:00,0.75,129
"Tw045a",1996-12-19 20:00:00,0.833333333335759,156
"Tw045a",1996-12-19 22:00:00,0.916666666664241,123
"Tw045a",1996-12-20,1,109
"Tw045a",1996-12-20 02:00:00,1.08333333333576,133
"Tw045a",1996-12-20 04:00:00,1.16666666666424,126
"Tw045a",1996-12-20 06:00:00,1.25,123
"Tw045a",1996-12-20 08:00:00,1.33333333333576,112
"Tw045a",1996-12-20 10:00:00,1.41666666666424,111
"Tw045a",1996-12-20 12:00:00,1.5,119
"Tw045a",1996-12-20 14:00:00,1.58333333333576,129
"Tw045a",1996-12-20 16:00:00,1.66666666666424,125
"Tw045a",1996-12-20 19:00:00,1.79166666666424,132
"Tw045a",1996-12-20 22:00:00,1.91666666666424,133
"Tw045a",1996-12-21 01:00:00,2.04166666666424,137
"Tw045a",1996-12-21 04:00:00,2.16666666666424,132
"Tw045a",1996-12-21 07:00:00,2.29166666666424,134
"Tw045a",1996-12-21 10:00:00,2.41666666666424,140
"Tw045a",1996-12-21 13:00:00,2.54166666666424,136
